_time,_value
2026-08-03T00:00:11.293Z,0.67
2026-08-03T00:00:16.197Z,0.67
2026-08-03T00:00:31.367Z,0.67
2026-08-03T00:00:46.43Z,0.67
2026-08-03T00:01:06.414Z,0.67
2026-08-03T00:01:27.166Z,0.67
2026-08-03T00:01:47.099Z,0.67
2026-08-03T00:02:06.804Z,0.67
2026-08-03T00:02:21.871Z,0.67
2026-08-03T00:02:36.955Z,0.67
2026-08-03T00:02:57.013Z,0.66
2026-08-03T00:03:12.139Z,0.66
2026-08-03T00:03:27.233Z,0.66
2026-08-03T00:03:42.728Z,0.66
2026-08-03T00:03:57.392Z,0.66
2026-08-03T00:04:12.459Z,0.66
2026-08-03T00:04:27Z,0.66
2026-08-03T00:04:27.597Z,0.66
2026-08-03T00:04:42.625Z,0.66
2026-08-03T00:04:57.685Z,0.66
2026-08-03T00:05:17.786Z,0.66
2026-08-03T00:05:34.359Z,0.65
2026-08-03T00:05:47.946Z,0.65
2026-08-03T00:06:08.044Z,0.65
2026-08-03T00:06:23.132Z,0.65
2026-08-03T00:06:38.185Z,0.65
2026-08-03T00:06:58.882Z,0.65
2026-08-03T00:07:18.441Z,0.65
2026-08-03T00:07:33.489Z,0.65
2026-08-03T00:07:53.554Z,0.64
2026-08-03T00:08:08.649Z,0.64
2026-08-03T00:08:23.706Z,0.64
2026-08-03T00:08:43.811Z,0.64
2026-08-03T00:08:58.896Z,0.64
2026-08-03T00:09:14.022Z,0.64
2026-08-03T00:09:28Z,0.64
2026-08-03T00:09:29.018Z,0.64
2026-08-03T00:09:44.108Z,0.64
2026-08-03T00:09:59.665Z,0.64
2026-08-03T00:10:14.22Z,0.64
2026-08-03T00:10:29.343Z,0.64
2026-08-03T00:10:44.44Z,0.64
2026-08-03T00:10:59.528Z,0.64
2026-08-03T00:11:14.668Z,0.63
2026-08-03T00:11:34.65Z,0.63
2026-08-03T00:11:54.723Z,0.63
2026-08-03T00:12:14.803Z,0.63
2026-08-03T00:12:30.005Z,0.63
2026-08-03T00:12:50.081Z,0.63
2026-08-03T00:13:05.152Z,0.63
2026-08-03T00:13:25.235Z,0.63
2026-08-03T00:13:45.32Z,0.63
2026-08-03T00:14:00.384Z,0.63
2026-08-03T00:14:15.487Z,0.63
2026-08-03T00:14:30Z,0.63
2026-08-03T00:14:30.642Z,0.63
2026-08-03T00:14:46.604Z,0.63
2026-08-03T00:15:10.428Z,0.63
2026-08-03T00:15:15.929Z,0.63
2026-08-03T00:15:31.074Z,0.62
2026-08-03T00:15:51.087Z,0.62
2026-08-03T00:16:06.153Z,0.62
2026-08-03T00:16:21.221Z,0.62
2026-08-03T00:16:36.312Z,0.62
2026-08-03T00:16:51.42Z,0.62
2026-08-03T00:17:06.46Z,0.62
