date,temperature_2m,temperature_2m_previous_day1,relative_humidity_2m,relative_humidity_2m_previous_day1,precipitation,precipitation_previous_day1,wind_speed_10m,wind_speed_10m_previous_day1,shortwave_radiation,shortwave_radiation_previous_day1
2025-12-31 23:00:00,7.3,6.45,94.988205,92.03691,0.0,0.0,0.14142136,0.43011627,0.0,0.0
2026-01-01 00:00:00,7.05,6.35,95.306114,92.35126,0.1,0.0,0.25,0.65000004,0.0,0.0
2026-01-01 01:00:00,7.3,6.5,95.31528,93.6505,0.0,0.0,0.15811388,0.6946222,0.0,0.0
2026-01-01 02:00:00,6.95,5.95,96.95727,95.2655,0.0,0.0,0.50990194,0.9013878,0.0,0.0
2026-01-01 03:00:00,6.75,5.05,97.28697,98.96086,0.0,0.0,0.8062258,1.1011357,0.0,0.0
2026-01-01 04:00:00,5.95,4.8,98.968315,100.0,0.0,0.0,0.585235,1.2727922,0.0,0.0
2026-01-01 05:00:00,5.75,4.95,98.62432,99.65228,0.0,0.0,0.89442724,0.82006097,0.0,0.0
2026-01-01 06:00:00,4.9,4.9,99.30533,99.30533,0.0,0.0,0.86023253,1.0700467,0.0,0.0
2026-01-01 07:00:00,4.85,5.75,99.65199,100.0,0.0,0.0,0.5315073,1.4534441,0.0,0.0
2026-01-01 08:00:00,4.65,5.95,100.0,99.65505,0.0,0.0,0.70710677,1.1011357,0.0,0.0
2026-01-01 09:00:00,5.55,6.6,100.0,99.65685,0.0,0.0,1.0259142,0.715891,15.0,9.0
2026-01-01 10:00:00,7.7,8.2,98.30942,95.67387,0.0,0.0,1.0062306,0.559017,125.0,84.0
2026-01-01 11:00:00,9.75,10.05,91.30358,90.70787,0.0,0.0,0.559017,0.22360681,239.0,204.0
2026-01-01 12:00:00,11.3,11.55,84.60397,82.93568,0.0,0.0,0.1,0.5408327,322.0,342.0
2026-01-01 13:00:00,12.3,12.75,81.643394,80.072815,0.0,0.0,0.585235,0.7516648,355.0,389.0
2026-01-01 14:00:00,13.35,13.55,75.96648,73.482544,0.0,0.1,0.9124143,0.8732125,291.0,362.0
2026-01-01 15:00:00,14.1,14.1,69.482185,66.712036,0.0,0.0,0.7516648,0.79056937,233.0,273.0
2026-01-01 16:00:00,14.4,14.35,65.87555,61.732555,0.0,0.0,1.2589679,0.85586214,232.0,188.0
2026-01-01 17:00:00,13.6,13.55,74.4889,74.731575,0.0,0.0,1.1423659,0.585235,114.0,109.0
2026-01-01 18:00:00,11.7,11.65,81.564865,78.040955,0.0,0.0,1.0977249,0.6726812,28.0,26.0
2026-01-01 19:00:00,10.75,10.8,86.27833,85.12295,0.0,0.0,1.0606601,0.715891,0.0,0.0
2026-01-01 20:00:00,10.35,9.75,87.7126,88.85849,0.0,0.0,0.6800735,0.31622776,0.0,0.0
2026-01-01 21:00:00,9.45,8.65,90.358,93.1184,0.0,0.0,0.5,0.32015622,0.0,0.0
2026-01-01 22:00:00,8.4,8.0,93.743225,95.01545,0.0,0.0,0.31622776,0.05,0.0,0.0
2026-01-01 23:00:00,7.85,7.4,95.33535,96.30539,0.0,0.0,0.14142136,0.2915476,0.0,0.0
2026-01-02 00:00:00,7.6,6.95,95.32625,96.29232,0.0,0.0,0.3354102,0.35355338,0.0,0.0
2026-01-02 01:00:00,7.55,6.6,99.65944,96.94885,0.0,0.0,0.18027757,0.92195445,0.0,0.0
2026-01-02 02:00:00,7.3,6.35,100.0,95.94228,0.0,0.0,0.5,1.1011357,0.0,0.0
2026-01-02 03:00:00,7.2,5.75,100.0,96.59217,0.0,0.0,0.6324555,0.9708244,0.0,0.0
2026-01-02 04:00:00,7.25,6.25,99.65862,95.939095,0.0,0.0,1.118034,1.4603082,0.0,0.0
2026-01-02 05:00:00,7.0,5.95,100.0,96.59756,0.0,0.0,1.5231546,1.6643317,0.0,0.0
2026-01-02 06:00:00,6.8,5.85,98.97529,96.93071,0.0,0.0,1.7269917,1.9006578,0.0,0.0
2026-01-02 07:00:00,6.85,6.05,96.95487,95.26921,0.0,0.0,1.7755281,1.5976546,0.0,0.0
2026-01-02 08:00:00,6.7,5.85,96.95126,94.93106,0.0,0.0,1.6347783,1.4560219,0.0,0.0
2026-01-02 09:00:00,6.9,6.15,97.625336,93.633194,0.0,0.0,1.9137659,1.4115593,12.0,13.0
2026-01-02 10:00:00,8.45,8.05,95.03285,86.59875,0.0,0.0,1.8580904,1.6278821,101.0,111.0
